publish_date,publish_time_utc,ref,format,rhyme_title,content_type,setting,palette,companion,status,review_state,approved_by,pipeline_cmd
2026-09-27,21:00,SHT-20260927-4,short,"Rain, Rain, Go Away",rhyme,a sunlit kitchen garden with tall sunflowers,"pine green, copper, bone",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20260927-4 --rhyme rain_go_away --format short
2026-09-28,09:00,VID-20260928-1,long,"Pat-a-Cake, Pat-a-Cake",rhyme,a snowy village square with warm lantern light,"mauve, straw, dove grey",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20260928-1 --rhyme pat_a_cake --format long
2026-09-28,13:00,SHT-20260928-2,short,Yankee Doodle,rhyme,a riverbank where willows dip into slow water,"seafoam, coral, linen",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20260928-2 --rhyme yankee_doodle --format short
2026-09-28,17:00,VID-20260928-3,long,This Little Piggy,rhyme,a friendly red barn at the edge of a green field,"deep indigo, soft gold, cream",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20260928-3 --rhyme this_piggy --format long
2026-09-28,21:00,SHT-20260928-4,short,Jack Be Nimble,rhyme,a bright attic room full of soft toys and books,"sage green, warm terracotta, oat",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20260928-4 --rhyme jack_nimble --format short
2026-09-29,09:00,VID-20260929-1,long,Little Miss Muffet,rhyme,a windmill on a low hill with long grass,"dusty blue, buttermilk, pale coral",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20260929-1 --rhyme miss_muffet --format long
2026-09-29,13:00,SHT-20260929-2,short,"Twinkle, Twinkle, Little Star",rhyme,a duck pond ringed with smooth grey stones,"plum, mustard, soft grey",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20260929-2 --rhyme twinkle --format short
2026-09-29,17:00,VID-20260929-3,long,"Tom, Tom, the Piper's Son",rhyme,an orchard of short apple trees in soft afternoon light,"forest green, cream, honey",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20260929-3 --rhyme tom_piper --format long
2026-09-29,21:00,SHT-20260929-4,short,Little Bo-Peep,rhyme,a lighthouse keeper's cottage above a calm bay,"lavender, mint, warm white",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20260929-4 --rhyme bo_peep --format short
2026-09-30,09:00,VID-20260930-1,long,Hey Diddle Diddle,rhyme,"a market square with striped awnings, early morning","soft teal, apricot, ivory",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20260930-1 --rhyme hey_diddle --format long
2026-09-30,13:00,SHT-20260930-2,short,Cock-a-Doodle-Doo,rhyme,a mossy woodland clearing with dappled sunlight,"clay pink, olive, sand",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20260930-2 --rhyme cock_doodle --format short
2026-09-30,17:00,VID-20260930-3,long,Ring a Ring o' Roses,rhyme,a sandy cove with gentle waves and rock pools,"midnight blue, silver, pale rose",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20260930-3 --rhyme ring_roses --format long
2026-09-30,21:00,SHT-20260930-4,short,Hey Diddle Diddle,rhyme,a greenhouse full of seedlings and watering cans,"moss green, butter yellow, chalk",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20260930-4 --rhyme hey_diddle --format short
2026-10-01,09:00,VID-20261001-1,long,Diddle Diddle Dumpling,rhyme,a bakery window with warm light and round loaves,"russet, cream, slate blue",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261001-1 --rhyme diddle_dumpling --format long
2026-10-01,13:00,SHT-20261001-2,short,Ding Dong Bell,rhyme,a wildflower field with a low stone wall,"periwinkle, peach, warm grey",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261001-2 --rhyme ding_dong_bell --format short
2026-10-01,17:00,VID-20261001-3,long,The Farmer in the Dell,rhyme,a train platform in a tiny country station,"deep plum, sage, oatmeal",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261001-3 --rhyme farmer_dell --format long
2026-10-01,21:00,SHT-20261001-4,short,Wee Willie Winkie,rhyme,a hillside sheep pasture under drifting clouds,"denim blue, wheat, soft white",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261001-4 --rhyme wee_willie --format short
2026-10-02,09:00,VID-20261002-1,long,Frere Jacques (Are You Sleeping?),rhyme,a cobbled lane with window boxes and a blue door,"pine green, copper, bone",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261002-1 --rhyme frere_jacques --format long
2026-10-02,13:00,SHT-20261002-2,short,"Tom, Tom, the Piper's Son",rhyme,a frozen pond with soft snow on the reeds,"mauve, straw, dove grey","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261002-2 --rhyme tom_piper --format short
2026-10-02,17:00,VID-20261002-3,long,"Star Light, Star Bright",rhyme,"a rope bridge over a shallow, sunny stream","seafoam, coral, linen",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261002-3 --rhyme star_light --format long
2026-10-02,21:00,SHT-20261002-4,short,Jack and Jill,rhyme,a hay loft with warm light through the slats,"deep indigo, soft gold, cream",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261002-4 --rhyme jack_jill --format short
2026-10-03,09:00,VID-20261003-1,long,Cock-a-Doodle-Doo,rhyme,a quiet hilltop meadow under a wide evening sky,"sage green, warm terracotta, oat",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261003-1 --rhyme cock_doodle --format long
2026-10-03,13:00,SHT-20261003-2,short,The Itsy Bitsy Spider,rhyme,a cosy wooden treehouse with round windows,"dusty blue, buttermilk, pale coral",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261003-2 --rhyme itsy_bitsy --format short
2026-10-03,17:00,VID-20261003-3,long,Jack and Jill,rhyme,a small harbour where painted boats bob at their moorings,"plum, mustard, soft grey",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261003-3 --rhyme jack_jill --format long
2026-10-03,21:00,SHT-20261003-4,short,Skip to My Lou,rhyme,a sunlit kitchen garden with tall sunflowers,"forest green, cream, honey",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261003-4 --rhyme skip_to_lou --format short
2026-10-04,09:00,VID-20261004-1,long,"Twinkle, Twinkle, Little Star",rhyme,a snowy village square with warm lantern light,"lavender, mint, warm white",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261004-1 --rhyme twinkle --format long
2026-10-04,13:00,SHT-20261004-2,short,The Grand Old Duke of York,rhyme,a riverbank where willows dip into slow water,"soft teal, apricot, ivory",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261004-2 --rhyme duke_york --format short
2026-10-04,17:00,VID-20261004-3,long,The Muffin Man,rhyme,a friendly red barn at the edge of a green field,"clay pink, olive, sand",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261004-3 --rhyme muffin_man --format long
2026-10-04,21:00,SHT-20261004-4,short,"Pat-a-Cake, Pat-a-Cake",rhyme,a bright attic room full of soft toys and books,"midnight blue, silver, pale rose",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261004-4 --rhyme pat_a_cake --format short
2026-10-05,09:00,VID-20261005-1,long,Wee Willie Winkie,rhyme,a windmill on a low hill with long grass,"moss green, butter yellow, chalk",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261005-1 --rhyme wee_willie --format long
2026-10-05,13:00,SHT-20261005-2,short,Little Miss Muffet,rhyme,a duck pond ringed with smooth grey stones,"russet, cream, slate blue",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261005-2 --rhyme miss_muffet --format short
2026-10-05,17:00,VID-20261005-3,long,Little Bo-Peep,rhyme,an orchard of short apple trees in soft afternoon light,"periwinkle, peach, warm grey",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261005-3 --rhyme bo_peep --format long
2026-10-05,21:00,SHT-20261005-4,short,This Little Piggy,rhyme,a lighthouse keeper's cottage above a calm bay,"deep plum, sage, oatmeal",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261005-4 --rhyme this_piggy --format short
2026-10-06,09:00,VID-20261006-1,long,Ding Dong Bell,rhyme,"a market square with striped awnings, early morning","denim blue, wheat, soft white",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261006-1 --rhyme ding_dong_bell --format long
2026-10-06,13:00,SHT-20261006-2,short,Ring a Ring o' Roses,rhyme,a mossy woodland clearing with dappled sunlight,"pine green, copper, bone",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261006-2 --rhyme ring_roses --format short
2026-10-06,17:00,VID-20261006-3,long,Bobby Shafto's Gone to Sea,rhyme,a sandy cove with gentle waves and rock pools,"mauve, straw, dove grey",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261006-3 --rhyme bobby_shafto --format long
2026-10-06,21:00,SHT-20261006-4,short,Simple Simon,rhyme,a greenhouse full of seedlings and watering cans,"seafoam, coral, linen",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261006-4 --rhyme simple_simon --format short
2026-10-07,09:00,VID-20261007-1,long,The Grand Old Duke of York,rhyme,a bakery window with warm light and round loaves,"deep indigo, soft gold, cream","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261007-1 --rhyme duke_york --format long
2026-10-07,13:00,SHT-20261007-2,short,"Mary, Mary, Quite Contrary",rhyme,a wildflower field with a low stone wall,"sage green, warm terracotta, oat",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261007-2 --rhyme mary_contrary --format short
2026-10-07,17:00,VID-20261007-3,long,Georgie Porgie,rhyme,a train platform in a tiny country station,"dusty blue, buttermilk, pale coral",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261007-3 --rhyme georgie_porgie --format long
2026-10-07,21:00,SHT-20261007-4,short,Old MacDonald Had a Farm,rhyme,a hillside sheep pasture under drifting clouds,"plum, mustard, soft grey",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261007-4 --rhyme old_macdonald --format short
2026-10-08,09:00,VID-20261008-1,long,There Was an Old Woman Who Lived in a Shoe,rhyme,a cobbled lane with window boxes and a blue door,"forest green, cream, honey",a tidy badger with round spectacles,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261008-1 --rhyme old_woman_shoe --format long
2026-10-08,13:00,SHT-20261008-2,short,Curly Locks,rhyme,a frozen pond with soft snow on the reeds,"lavender, mint, warm white",a sleepy orange cat with a bell,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261008-2 --rhyme curly_locks --format short
2026-10-08,17:00,VID-20261008-3,long,Yankee Doodle,rhyme,"a rope bridge over a shallow, sunny stream","soft teal, apricot, ivory",a small red fox with a white-tipped tail,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261008-3 --rhyme yankee_doodle --format long
2026-10-08,21:00,SHT-20261008-4,short,Bobby Shafto's Gone to Sea,rhyme,a hay loft with warm light through the slats,"clay pink, olive, sand",a woolly lamb with a crooked fringe,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261008-4 --rhyme bobby_shafto --format short
2026-10-09,09:00,VID-20261009-1,long,"Mary, Mary, Quite Contrary",rhyme,a quiet hilltop meadow under a wide evening sky,"midnight blue, silver, pale rose",a bright green frog in wellington boots,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261009-1 --rhyme mary_contrary --format long
2026-10-09,13:00,SHT-20261009-2,short,The Muffin Man,rhyme,a cosy wooden treehouse with round windows,"moss green, butter yellow, chalk",a plump robin with a red waistcoat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261009-2 --rhyme muffin_man --format short
2026-10-09,17:00,VID-20261009-3,long,The Itsy Bitsy Spider,rhyme,a small harbour where painted boats bob at their moorings,"russet, cream, slate blue",a spotted puppy with oversized paws,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261009-3 --rhyme itsy_bitsy --format long
2026-10-09,21:00,SHT-20261009-4,short,Hickory Dickory Dock,rhyme,a sunlit kitchen garden with tall sunflowers,"periwinkle, peach, warm grey",a quiet grey mouse with a patchwork bag,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261009-4 --rhyme hickory_dickory --format short
2026-10-10,09:00,VID-20261010-1,long,"One, Two, Buckle My Shoe",counting,a snowy village square with warm lantern light,"deep plum, sage, oatmeal",a friendly goose in a straw hat,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261010-1 --rhyme one_two_buckle --format long
2026-10-10,13:00,SHT-20261010-2,short,Lavender's Blue,rhyme,a riverbank where willows dip into slow water,"denim blue, wheat, soft white",a small striped bumblebee with tired wings,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261010-2 --rhyme lavenders_blue --format short
2026-10-10,17:00,VID-20261010-3,long,Old King Cole,rhyme,a friendly red barn at the edge of a green field,"pine green, copper, bone",a soft grey seal pup with wide eyes,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261010-3 --rhyme old_king_cole --format long
2026-10-10,21:00,SHT-20261010-4,short,"Baa, Baa, Black Sheep",rhyme,a bright attic room full of soft toys and books,"mauve, straw, dove grey",a small brown wren with a bright eye,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261010-4 --rhyme baa_baa --format short
2026-10-11,09:00,VID-20261011-1,long,Simple Simon,rhyme,a windmill on a low hill with long grass,"seafoam, coral, linen",a small round owl with speckled feathers,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261011-1 --rhyme simple_simon --format long
2026-10-11,13:00,SHT-20261011-2,short,Humpty Dumpty,rhyme,a duck pond ringed with smooth grey stones,"deep indigo, soft gold, cream",a patient grey donkey with long ears,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261011-2 --rhyme humpty --format short
2026-10-11,17:00,VID-20261011-3,long,"Baa, Baa, Black Sheep",rhyme,an orchard of short apple trees in soft afternoon light,"sage green, warm terracotta, oat",a curious hedgehog in a knitted scarf,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261011-3 --rhyme baa_baa --format long
2026-10-11,21:00,SHT-20261011-4,short,Georgie Porgie,rhyme,a lighthouse keeper's cottage above a calm bay,"dusty blue, buttermilk, pale coral","a slow, cheerful tortoise",PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261011-4 --rhyme georgie_porgie --format short
2026-10-12,09:00,VID-20261012-1,long,Rock-a-Bye Baby,lullaby,"a market square with striped awnings, early morning","plum, mustard, soft grey",a fluffy duckling who hums along,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261012-1 --rhyme rock_a_bye --format long
2026-10-12,13:00,SHT-20261012-2,short,"Peter, Peter, Pumpkin Eater",rhyme,a mossy woodland clearing with dappled sunlight,"forest green, cream, honey",a gentle brown bear cub,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref SHT-20261012-2 --rhyme peter_pumpkin --format short
2026-10-12,17:00,VID-20261012-3,long,Jack Be Nimble,rhyme,a sandy cove with gentle waves and rock pools,"lavender, mint, warm white",a shy grey rabbit with one folded ear,PENDING,NOT_STARTED,,python3 scripts/pipeline.py --ref VID-20261012-3 --rhyme jack_nimble --format long
